date,tic,open,high,low,close,volume,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,turbulence
2025-10-28 14:32:16,AAPL,112.92,117.63,110.85,115.31,8647471,-0.2172,117.6121,112.9999,69.5816,-25.696,19.3062,113.795,118.9712,19.8813
2025-10-29 14:32:16,AAPL,115.37,121.96,113.18,117.44,14843421,-2.4716,119.7848,115.0874,62.0567,-241.5933,26.3882,117.6927,120.0298,14.6501
2025-10-30 14:32:16,AAPL,117.74,122.33,116.68,117.14,35724542,-2.1961,119.4843,114.7987,51.5355,134.0388,30.4086,116.4851,117.2396,9.8023
2025-10-31 14:32:16,AAPL,119.56,123.21,117.79,119.14,8636939,-2.0978,121.5241,116.7585,72.6536,-56.5926,39.8114,119.7892,120.2329,22.7034
2025-11-01 14:32:16,AAPL,121.29,123.88,119.26,120.37,18111416,-0.2682,122.7775,117.9627,56.3867,35.6362,12.1468,120.9616,119.6076,13.5309
2025-11-02 14:32:16,AAPL,124.06,125.9,118.96,122.62,6919474,-1.8742,125.0718,120.167,40.5976,200.594,15.0336,122.9262,125.2259,17.4639
2025-11-03 14:32:16,AAPL,120.42,125.15,118.36,120.72,22885363,-1.0113,123.1358,118.3069,72.8859,-199.0565,14.4465,117.9699,116.384,11.5302
2025-11-04 14:32:16,AAPL,119.23,124.18,118.54,119.09,12752339,3.3666,121.4763,116.7125,48.7693,45.4355,22.8608,119.6559,120.0454,23.6022
2025-11-05 14:32:16,AAPL,118.01,122.25,117.61,119.31,40740706,-2.9619,121.697,116.9245,40.5214,-30.0809,28.5402,121.3355,119.1694,13.22
2025-11-06 14:32:16,AAPL,118.61,119.19,116.83,118.21,16436379,-1.4535,120.5698,115.8416,23.3224,53.2592,38.6272,118.9788,116.8052,21.9856
2025-11-07 14:32:16,AAPL,116.76,119.81,114.45,117.22,13566691,1.9262,119.5667,114.8778,34.5394,47.7465,11.2046,117.1005,116.9486,6.7565
2025-11-08 14:32:16,AAPL,117.59,119.08,116.31,117.52,7303519,-4.5702,119.8683,115.1676,26.28,-1.1344,19.0889,117.0249,118.2035,16.7325
2025-11-09 14:32:16,AAPL,117.0,119.42,115.62,118.02,46355351,-0.5441,120.3848,115.6638,74.9817,170.1415,11.9957,118.0981,116.9155,7.1238
2025-11-10 14:32:16,AAPL,115.61,118.48,114.82,116.32,46204798,0.8283,118.6423,113.9897,63.9982,30.8489,36.6756,118.544,115.3079,15.0028
2025-11-11 14:32:16,AAPL,117.7,119.25,116.34,119.09,43955344,0.9167,121.4763,116.7125,57.0017,114.1964,39.6041,118.7992,119.4216,17.5476
2025-11-12 14:32:16,AAPL,116.59,119.11,115.54,118.29,27235014,4.251,120.6519,115.9205,21.4737,76.0825,22.3037,119.2262,118.8672,18.4236
2025-11-13 14:32:16,AAPL,116.76,122.99,114.23,117.31,33417556,1.2062,119.6545,114.9621,34.6308,14.6628,15.2856,117.0749,118.1622,10.0311
2025-11-14 14:32:16,AAPL,119.24,124.45,118.16,118.18,30262537,-3.9926,120.5418,115.8147,69.5409,-105.3641,31.7846,120.2181,116.7729,7.5278
2025-11-15 14:32:16,AAPL,119.76,121.79,115.58,118.59,4097059,1.2468,120.9594,116.2159,42.8724,160.7043,10.3618,116.2089,119.6907,19.2335
2025-11-16 14:32:16,AAPL,119.28,120.22,116.96,118.98,42610324,-0.0878,121.3572,116.598,25.2642,18.1967,34.3918,116.8713,118.1413,15.5064
2025-11-17 14:32:16,AAPL,117.66,119.88,115.32,118.65,6515206,3.7409,121.0192,116.2733,75.7537,197.0367,13.5385,118.746,121.8451,14.2364
2025-11-18 14:32:16,AAPL,115.42,115.68,113.42,114.66,32425511,-0.8923,116.9514,112.365,42.9774,125.4292,30.4715,114.087,114.5163,11.8313
2025-11-19 14:32:16,AAPL,116.96,117.05,114.39,116.47,4267216,1.1924,118.7968,114.1381,65.4363,27.5747,37.2745,116.1392,115.6009,9.7432
2025-11-20 14:32:16,AAPL,114.59,116.03,111.89,115.6,31440133,2.8232,117.9082,113.2843,52.3631,153.194,26.9432,114.0161,118.656,5.2669
2025-11-21 14:32:16,AAPL,114.9,118.17,113.47,115.43,30703122,3.91,117.7351,113.118,58.0095,-106.4632,32.8838,114.597,115.7368,6.5688
2025-11-22 14:32:16,AAPL,112.38,114.32,109.85,110.82,7481227,-0.5872,113.0355,108.6028,42.3949,186.2246,11.556,111.4992,111.2757,13.4308
2025-11-23 14:32:16,AAPL,112.7,114.31,109.45,112.53,15415142,-0.5226,114.7803,110.2791,65.2678,-226.8576,22.5744,113.6014,111.1421,16.0683
2025-11-24 14:32:16,AAPL,113.4,117.48,110.43,111.25,49264475,0.0634,113.4709,109.0211,43.7565,-80.4045,35.3183,112.3342,111.2036,19.3908
2025-11-25 14:32:16,AAPL,110.15,112.86,108.25,109.11,39321368,-0.448,111.2964,106.9319,65.9436,109.1276,34.3729,110.1082,109.8499,21.8979
2025-11-26 14:32:16,AAPL,106.95,111.31,106.65,107.3,48303860,-0.2589,109.4499,105.1577,36.2827,57.3944,15.15,107.0787,108.8138,24.8004
2025-11-27 14:32:16,AAPL,105.12,105.94,99.91,105.14,43102213,0.9542,107.2463,103.0406,43.7111,6.5902,20.957,106.4149,101.8894,11.3553
2025-11-28 14:32:16,AAPL,104.33,108.54,102.62,105.51,16731783,-0.7348,107.6248,103.4042,50.1954,-2.6808,21.9271,104.2004,101.8682,22.8476
2025-11-29 14:32:16,AAPL,103.18,104.9,102.47,104.31,28214920,-2.9886,106.4008,102.2282,65.3415,-103.3381,31.2691,103.2792,102.2226,18.3607
2025-11-30 14:32:16,AAPL,105.22,105.96,102.34,105.31,24786677,-1.6325,107.4116,103.1993,45.3572,130.5311,28.9669,103.8392,107.2086,14.8239
2025-12-01 14:32:16,AAPL,105.0,109.15,104.12,104.79,1679005,-4.5441,106.8844,102.6928,63.0418,-50.1324,14.4633,105.8715,102.2451,15.1354
2025-12-02 14:32:16,AAPL,100.15,101.86,99.92,101.1,23864446,0.5348,103.1252,99.0811,62.6707,-28.6064,28.0731,102.2744,100.4413,16.0491
2025-12-03 14:32:16,AAPL,101.34,102.16,96.07,99.66,35538378,3.5398,101.655,97.6686,24.8724,-18.9123,39.0794,99.7481,99.3775,20.2506
2025-12-04 14:32:16,AAPL,101.73,104.42,99.69,100.26,34925579,-1.8057,102.2685,98.2579,70.0999,-11.4816,20.0578,100.9714,99.8914,6.3903
2025-08-27 14:32:16,MSFT,172.48,172.82,166.56,171.79,38220478,1.1164,175.2302,168.3584,73.4323,-141.9579,37.664,173.0344,168.7583,20.0743
2025-08-28 14:32:16,MSFT,170.53,173.29,168.8,169.55,7669687,-0.4308,172.9405,166.1585,56.7826,-48.4568,20.1842,168.2515,167.831,5.6459
2025-08-29 14:32:16,MSFT,169.12,176.96,165.08,169.83,29243158,3.1342,173.2277,166.4344,32.8846,96.3244,35.2579,169.2376,164.0393,6.8864
2025-08-30 14:32:16,MSFT,166.78,171.81,161.31,168.34,32738576,1.6783,171.7058,164.9722,27.5662,62.9319,12.5572,165.5274,171.0058,6.3237
2025-08-31 14:32:16,MSFT,165.42,168.44,164.53,167.75,5378330,3.201,171.1024,164.3925,38.3523,-115.4499,18.7984,169.1333,169.3058,15.6843
2025-09-01 14:32:16,MSFT,165.04,168.77,164.71,165.35,9766855,1.0831,168.66,162.0458,44.0446,170.5935,27.2804,167.0855,169.7119,11.9205
2025-09-02 14:32:16,MSFT,168.94,172.42,168.26,170.07,23772840,2.609,173.4757,166.6728,48.2446,-16.9338,25.0211,171.8319,173.9385,11.8604
2025-09-03 14:32:16,MSFT,169.32,170.68,168.99,169.24,38026756,1.254,172.6238,165.8542,56.8403,102.9756,21.7383,170.8383,171.8463,11.825
2025-09-04 14:32:16,MSFT,168.6,171.77,165.97,170.43,14621132,0.6649,173.8392,167.022,25.1072,111.0713,28.7984,172.1543,169.1893,15.9086
2025-09-05 14:32:16,MSFT,168.34,173.39,167.34,170.38,38595559,-2.5782,173.7858,166.9707,69.3048,-64.1303,31.4404,171.4281,164.3415,23.0188
2025-09-06 14:32:16,MSFT,170.83,173.46,168.39,171.26,9070513,-1.2218,174.6834,167.833,62.1319,-126.4928,10.7062,173.12,172.2259,22.5371
2025-09-07 14:32:16,MSFT,172.2,173.8,171.67,173.27,43280612,-0.5692,176.7345,169.8038,41.2114,165.6509,14.3536,171.5478,169.2737,20.3752
2025-09-08 14:32:16,MSFT,170.38,175.58,166.36,171.14,47518550,-1.9875,174.5668,167.721,23.5509,-33.5579,16.2932,169.0132,174.3907,11.3627
2025-09-09 14:32:16,MSFT,163.24,168.75,159.1,168.62,31429500,1.6394,171.9878,165.2432,55.9701,-70.5534,37.0028,166.3565,172.6544,8.2583
2025-09-10 14:32:16,MSFT,169.73,169.79,166.26,168.02,42551346,2.0233,171.3843,164.6633,68.0398,-10.7368,18.161,168.4288,167.8766,8.3179
2025-09-11 14:32:16,MSFT,172.32,178.87,166.06,170.49,5293786,2.1692,173.8997,167.0801,30.1708,-86.2019,36.648,171.3512,167.4512,15.7938
2025-09-12 14:32:16,MSFT,171.95,174.97,167.23,170.22,9764903,-0.9346,173.6238,166.815,40.1367,-101.4455,23.113,171.4732,172.3887,9.2321
2025-09-13 14:32:16,MSFT,166.78,170.8,160.15,167.79,34906523,0.9517,171.1498,164.438,39.5245,60.6554,20.6496,168.2289,166.6278,6.4771
2025-09-14 14:32:16,MSFT,169.22,173.15,164.82,170.22,11930908,1.6315,173.6251,166.8163,36.3407,190.5773,12.3606,168.4896,171.8577,18.316
2025-09-15 14:32:16,MSFT,170.99,170.99,168.24,169.45,41413128,-2.348,172.8381,166.0602,76.0278,-204.1893,26.0542,172.4902,172.2066,8.0625
2025-09-16 14:32:16,MSFT,166.77,171.5,166.24,167.3,48699550,0.8378,170.6505,163.9584,49.7046,-28.527,32.3102,165.2297,170.36,17.6764
2025-09-17 14:32:16,MSFT,169.82,171.42,169.14,169.19,9126343,-4.7215,172.573,165.8054,31.6079,12.4486,22.7669,168.2511,170.0183,14.4545
2025-09-18 14:32:16,MSFT,171.87,172.66,170.6,171.66,45422604,2.1951,175.097,168.2304,54.4965,-99.4795,15.1835,171.4761,165.7971,24.3213
2025-09-19 14:32:16,MSFT,166.05,170.18,165.92,168.35,2984117,1.0652,171.7204,164.9863,34.2052,-86.3701,33.7641,168.5282,165.0751,14.4153
2025-09-20 14:32:16,MSFT,175.71,177.84,161.49,169.94,31261890,2.3038,173.3363,166.5388,73.1514,55.2916,33.3487,172.9566,168.0758,17.7906
2025-09-21 14:32:16,MSFT,165.92,171.76,165.81,169.09,31500672,-1.8053,172.4692,165.7057,74.167,92.8179,12.2266,171.1822,167.2212,14.7469
2025-09-22 14:32:16,MSFT,167.14,174.24,163.75,167.77,42891890,-4.095,171.1264,164.4155,64.7901,-168.6697,35.6105,169.862,168.0599,15.4086
2025-09-23 14:32:16,MSFT,174.59,175.23,170.02,172.09,4633273,3.3187,175.5298,168.6463,63.9609,-162.9224,32.2467,171.3274,173.1673,13.4247
2025-09-24 14:32:16,MSFT,173.73,175.62,171.92,174.43,38071135,0.3826,177.9176,170.9405,45.8226,-88.5331,37.4561,171.4633,177.5549,5.4465
2025-09-25 14:32:16,MSFT,178.61,183.49,173.26,175.07,9667910,-1.4748,178.569,171.5663,58.6739,28.7376,34.3746,172.6676,170.5914,20.9684
2025-09-26 14:32:16,MSFT,172.72,180.79,168.19,174.0,43808284,-0.1905,177.4783,170.5183,20.0436,-14.7734,33.4051,173.144,171.5295,16.2934
2025-09-27 14:32:16,MSFT,172.97,173.39,170.96,172.7,29930288,1.3801,176.159,169.2508,57.1806,111.8197,20.2093,174.799,175.2908,6.2236
2025-09-28 14:32:16,MSFT,169.83,172.97,168.55,171.87,46852191,0.6843,175.3108,168.4358,66.0334,-144.94,34.4871,172.24,174.0206,18.9187
2025-09-29 14:32:16,MSFT,170.75,172.72,168.61,170.81,46638017,0.3624,174.2272,167.3948,73.9094,102.7292,12.3355,171.7011,171.443,13.5345
2025-09-30 14:32:16,MSFT,168.51,174.79,164.07,169.88,43736036,-1.6661,173.2783,166.4831,39.9471,164.6845,26.1994,169.2726,175.0009,20.6077
2025-10-01 14:32:16,MSFT,175.13,180.16,170.38,173.48,12512318,-0.9478,176.946,170.007,69.3828,106.2105,21.3242,174.7525,172.0536,22.8617
2025-10-02 14:32:16,MSFT,173.48,176.58,172.75,173.37,16804786,0.0655,176.8375,169.9027,48.4121,-144.2304,11.9979,172.7246,166.2795,16.9398
2025-10-03 14:32:16,MSFT,175.36,180.56,173.46,175.85,14399792,1.1762,179.3625,172.3287,48.5696,93.3944,16.4862,176.5282,181.4513,11.9613
2025-10-04 14:32:16,MSFT,176.51,177.87,168.01,177.3,49276893,-2.4165,180.8418,173.7499,56.4965,123.4646,29.8739,178.3646,180.7341,21.3225
2025-10-05 14:32:16,MSFT,180.57,183.07,177.12,180.5,33892914,2.3095,184.1085,176.8886,41.0598,14.6753,21.1238,180.1943,175.119,19.8907
2025-10-06 14:32:16,MSFT,179.45,183.58,176.16,177.66,34197460,-0.0214,181.2177,174.1111,51.8241,60.5244,23.8257,178.4129,174.4791,15.4884
2025-10-07 14:32:16,MSFT,183.1,184.21,178.08,181.09,1538183,-1.3035,184.7163,177.4725,65.8331,75.3412,24.7018,180.5705,182.9078,13.9831
2025-10-08 14:32:16,MSFT,183.4,185.09,179.15,181.81,46547929,3.4039,185.447,178.1745,59.8818,-7.3736,17.7157,182.3392,187.4271,12.6739
2025-10-09 14:32:16,MSFT,181.56,183.66,179.74,181.46,38755838,-1.133,185.0899,177.8315,50.674,29.9453,25.044,181.9702,177.3605,9.0428
2025-10-10 14:32:16,MSFT,183.55,185.68,182.06,182.64,14689675,2.6769,186.2891,178.9837,31.2231,-270.0172,18.1297,181.5577,182.8425,4.4177
2025-10-11 14:32:16,MSFT,181.91,183.33,177.89,181.62,11721469,1.1786,185.2477,177.9831,75.1368,40.9833,28.6338,181.5238,183.0834,13.9842
2025-10-12 14:32:16,MSFT,179.5,179.72,176.59,179.32,46474520,-1.6189,182.9078,175.735,60.7303,-122.4541,32.051,179.1397,175.8417,19.351
2025-10-13 14:32:16,MSFT,173.11,175.72,171.72,175.24,8546796,0.4189,178.7418,171.7323,66.815,191.5153,25.1443,176.1646,177.7857,9.7162
2025-10-14 14:32:16,MSFT,174.91,178.51,172.6,174.47,45522356,-2.5413,177.9612,170.9824,36.2034,136.982,26.1577,175.6664,174.9898,21.786
2025-10-15 14:32:16,MSFT,176.04,178.39,175.01,175.92,23303269,0.286,179.4334,172.3968,77.6922,113.6694,39.4381,174.7627,175.9378,18.7794
2025-10-16 14:32:16,MSFT,177.56,179.91,172.76,176.31,48590192,0.7139,179.8388,172.7863,49.7017,86.7783,17.2124,175.0052,172.4493,23.2098
2025-10-17 14:32:16,MSFT,175.61,180.66,173.16,176.65,25187508,2.0447,180.1802,173.1143,22.6978,-31.2588,17.8257,179.813,178.5695,13.8394
2025-10-18 14:32:16,MSFT,177.69,180.77,176.24,176.56,11608548,-2.0621,180.0937,173.0312,23.2585,-165.9881,35.2398,177.8199,177.5776,11.4602
2025-10-19 14:32:16,MSFT,176.45,181.3,175.3,176.35,27210646,1.0635,179.8778,172.8238,21.7703,12.6406,18.5896,177.9348,179.3115,15.4119
2025-10-20 14:32:16,MSFT,175.34,181.77,169.66,177.55,1123428,2.0639,181.103,174.0009,30.2176,124.8185,19.5937,177.1077,174.6515,12.8244
2025-10-21 14:32:16,MSFT,177.98,180.15,175.48,179.02,39206094,1.788,182.5999,175.4391,52.8169,28.7342,23.8484,176.4134,178.7963,16.0422
2025-10-22 14:32:16,MSFT,177.77,182.02,173.65,177.84,3557277,0.5827,181.3944,174.2809,52.6221,68.7202,34.6624,180.0664,176.4187,6.2263
2025-10-23 14:32:16,MSFT,182.46,183.2,180.53,181.52,24279388,-1.9723,185.1517,177.8909,66.1764,-2.2702,19.1768,180.8919,182.4561,15.6652
2025-10-24 14:32:16,MSFT,184.23,184.69,177.66,182.42,31191629,-4.6766,186.0717,178.7747,24.8159,-41.3509,24.9986,186.2349,185.0602,6.998
2025-10-25 14:32:16,MSFT,187.48,192.2,179.17,184.56,11715109,0.8826,188.2539,180.8714,42.877,-9.3056,22.3663,186.5332,181.7231,14.5769
2025-10-26 14:32:16,MSFT,181.74,192.0,180.28,185.29,43830663,2.2358,188.9941,181.5826,50.4727,50.8031,18.754,188.3646,180.6728,17.7137
2025-10-27 14:32:16,MSFT,184.74,184.81,177.33,183.87,23153823,0.6894,187.5466,180.1918,44.1281,12.1404,17.5789,184.4043,187.7188,13.1699
2025-10-28 14:32:16,MSFT,183.76,192.06,182.19,186.54,48229571,0.6744,190.2728,182.8111,77.7884,87.7509,18.5434,187.0857,182.9698,17.2397
2025-10-29 14:32:16,MSFT,188.12,189.23,181.6,186.17,13034941,-1.2517,189.8961,182.4492,36.5456,-54.4752,38.6051,186.7688,187.552,26.0677
2025-10-30 14:32:16,MSFT,182.99,184.84,179.96,184.26,32268267,2.5877,187.9497,180.5791,41.1308,-122.2797,20.285,186.2091,181.6746,15.6178
2025-10-31 14:32:16,MSFT,186.61,192.67,183.57,186.26,18540938,0.6196,189.984,182.5336,46.8382,-242.6678,12.9103,186.0284,188.7953,8.9091
