date,tic,open,high,low,close,volume,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,turbulence
2025-09-13 14:49:57,AXP,197.53,200.8,192.6,194.93,4213663,1.7137,198.8237,191.0267,62.8283,145.9194,28.2843,185.179,181.2805,10.7662
2025-09-14 14:49:57,AXP,196.4,201.79,195.05,197.34,27406255,3.1993,201.2897,193.396,67.4913,116.5289,32.0121,187.4757,183.5288,10.2157
2025-09-15 14:49:57,AXP,196.24,206.69,191.1,197.96,23455939,2.3333,201.9215,194.003,77.4612,58.1419,28.4075,188.0641,184.1049,8.6513
2025-09-16 14:49:57,AXP,197.65,201.79,194.97,198.83,46047094,2.0859,202.804,194.8509,84.6149,9.6343,34.8846,188.8861,184.9096,6.8443
2025-09-17 14:49:57,AXP,197.56,201.46,195.05,198.97,29632344,1.225,202.9503,194.9915,79.976,124.3841,28.4443,189.0224,185.043,9.261
2025-09-18 14:49:57,AXP,199.74,203.92,197.85,198.51,47506750,2.6213,202.48,194.5396,61.0611,65.7736,27.7569,188.5843,184.6141,18.1941
2025-09-19 14:49:57,AXP,199.36,199.39,195.28,198.62,49092098,3.4067,202.5954,194.6504,84.2764,24.6339,32.2543,188.6918,184.7193,20.2769
2025-09-20 14:49:57,AXP,199.07,200.14,190.71,197.84,28146799,0.7746,201.7961,193.8825,61.5847,52.861,29.4512,187.9473,183.9905,18.3732
2025-09-21 14:49:57,AXP,198.92,199.82,193.58,197.01,11490572,1.6712,200.9503,193.0699,60.5194,78.7354,35.9815,187.1596,183.2194,19.8454
2025-09-22 14:49:57,AXP,196.54,198.72,192.66,197.39,3759123,0.6471,201.3376,193.442,61.6975,81.9088,26.3599,187.5203,183.5725,15.6656
2025-09-23 14:49:57,AXP,196.33,205.55,192.93,198.7,11601941,1.5104,202.6689,194.7211,71.8543,38.5387,32.9435,188.7603,184.7864,18.217
2025-09-24 14:49:57,AXP,196.61,204.69,196.4,199.37,33540469,3.4799,203.354,195.3794,74.6653,70.8518,30.8571,189.3984,185.411,17.5173
2025-09-25 14:49:57,AXP,196.7,202.9,190.82,200.05,25119015,0.7062,204.0496,196.0476,78.8179,19.5764,33.8236,190.0462,186.0452,16.1441
2025-09-26 14:49:57,AXP,202.72,206.02,198.9,200.25,2282024,0.3977,204.2541,196.2441,80.3386,13.0925,39.3733,190.2366,186.2317,15.1735
2025-09-27 14:49:57,AXP,203.15,204.06,198.49,200.56,30086847,2.0591,204.5761,196.5535,61.7345,29.0925,31.3026,190.5366,186.5253,11.3228
2025-09-28 14:49:57,AXP,202.99,205.64,197.28,202.58,48455633,1.7863,206.6347,198.5314,69.0855,34.9038,36.0415,192.4539,188.4022,18.2435
2025-09-29 14:49:57,AXP,203.5,204.86,202.22,202.36,7475591,2.318,206.4085,198.3141,68.0342,-48.9928,37.2666,192.2432,188.196,21.299
2025-09-30 14:49:57,AXP,199.8,206.85,199.15,203.93,3341916,1.8151,208.0058,199.8487,79.632,140.9963,30.9497,193.7309,189.6523,17.1088
2025-10-01 14:49:57,AXP,204.55,210.83,203.55,205.08,42453480,1.6856,209.178,200.9749,65.2047,106.8003,26.1243,194.8226,190.7211,9.4688
2025-10-02 14:49:57,AXP,206.69,210.28,204.28,204.49,1630799,1.6647,208.581,200.4013,74.2631,61.1959,26.5961,194.2666,190.1768,12.2275
2025-10-03 14:49:57,AXP,207.81,209.73,205.72,205.95,49739589,1.8188,210.0659,201.828,62.2846,0.263,30.1991,195.6496,191.5306,12.7478
2025-10-04 14:49:57,AXP,204.55,209.82,202.79,206.02,26805345,0.8711,210.1438,201.9029,71.945,30.3658,37.9321,195.7222,191.6017,11.4224
2025-10-05 14:49:57,AXP,208.37,209.74,202.63,207.04,17478844,3.339,211.1789,202.8974,76.8733,-47.4789,33.4248,196.6862,192.5455,17.2485
2025-10-06 14:49:57,AXP,210.6,214.32,206.51,207.58,16101969,2.4986,211.734,203.4307,81.8735,78.6953,30.7978,197.2032,193.0516,13.7906
2025-10-07 14:49:57,AXP,209.1,214.34,196.99,206.88,37496327,1.4949,211.021,202.7457,61.2375,30.6753,34.3278,196.5392,192.4015,16.2855
2025-10-08 14:49:57,AXP,207.86,208.18,204.66,207.55,4221892,2.973,211.699,203.3971,63.3485,83.0071,25.7842,197.1706,193.0197,13.0836
2025-10-09 14:49:57,AXP,207.42,210.79,199.83,207.56,7796453,1.489,211.7137,203.4112,71.6401,80.002,27.0718,197.1843,193.0331,15.9225
2025-10-10 14:49:57,AXP,208.65,213.09,202.44,207.48,11469498,1.366,211.6333,203.3339,73.1647,-8.5543,29.919,197.1094,192.9597,16.2621
2025-10-11 14:49:57,AXP,208.08,209.04,205.23,208.08,36182643,3.0044,212.2463,203.9229,73.0303,36.3657,38.7301,197.6803,193.5187,5.6712
2025-10-12 14:49:57,AXP,207.01,212.61,205.48,209.72,36449026,1.8986,213.9111,205.5224,78.4567,52.375,27.5187,199.2309,195.0366,16.2046
2025-10-13 14:49:57,AXP,212.88,213.62,208.92,210.33,10367847,1.012,214.5334,206.1203,84.384,106.0051,29.8069,199.8105,195.604,11.8905
2025-10-14 14:49:57,AXP,210.53,214.06,207.78,211.36,4357992,3.042,215.5833,207.1291,62.5864,-0.9907,31.6963,200.7884,196.5612,8.3299
2025-10-15 14:49:57,AXP,211.53,218.48,210.47,211.72,40662724,1.1078,215.9587,207.4897,80.9161,7.3778,32.0264,201.138,196.9035,10.7632
2025-10-16 14:49:57,AXP,217.88,224.03,210.34,213.51,46248385,3.2722,217.778,209.2377,67.0768,40.7545,30.6223,202.8324,198.5623,18.8607
2025-10-17 14:49:57,AXP,215.31,218.29,213.57,214.85,47358737,1.7607,219.1518,210.5576,70.8318,36.6716,38.1756,204.112,199.8149,15.7758
2025-10-18 14:49:57,AXP,220.74,221.36,210.74,214.32,39053114,1.0801,218.6079,210.0351,66.9589,169.8915,39.1895,203.6054,199.319,14.1959
2025-10-19 14:49:57,AXP,212.37,221.44,207.55,214.16,25962539,3.662,218.4463,209.8798,76.8981,6.6586,35.6452,203.4549,199.1716,7.4116
2025-10-20 14:49:57,AXP,217.08,219.28,205.77,215.32,45975391,2.8323,219.6311,211.0181,65.4481,-13.9024,29.2325,204.5584,200.2519,12.1655
2025-10-21 14:49:57,AXP,213.91,218.06,211.74,216.18,48839622,0.4739,220.5055,211.8583,66.7086,49.3213,29.6943,205.3728,201.0492,14.8926
2025-10-22 14:49:57,AXP,220.63,229.97,215.76,216.8,43342880,1.1423,221.1354,212.4634,65.9973,65.119,36.0657,205.9594,201.6234,20.3894
2025-10-23 14:49:57,AXP,215.64,218.27,209.74,217.25,4776158,4.1331,221.5971,212.907,71.3626,50.8753,26.3148,206.3895,202.0444,23.925
2025-10-24 14:49:57,AXP,214.18,224.43,201.13,217.5,43253507,1.1943,221.8539,213.1538,74.0514,34.6981,32.5888,206.6286,202.2786,13.6101
2025-10-25 14:49:57,AXP,219.62,221.8,218.24,219.53,15026972,2.5105,223.9224,215.1411,83.9602,83.4419,27.7287,208.5552,204.1645,15.7212
2025-10-26 14:49:57,AXP,218.38,222.79,216.76,218.21,5162522,2.5466,222.5791,213.8505,72.6283,44.5279,33.2384,207.3041,202.9398,17.4967
2025-10-27 14:49:57,AXP,216.79,221.2,214.04,219.46,35089690,2.7251,223.853,215.0744,83.5595,14.8077,34.0998,208.4905,204.1012,25.6436
2025-10-28 14:49:57,AXP,225.6,229.73,215.31,222.02,7657394,1.8591,226.4595,217.5788,65.0987,78.5882,39.0303,210.9182,206.4778,26.9283
2025-10-29 14:49:57,AXP,221.02,229.49,217.84,223.36,11899539,2.6527,227.8263,218.892,77.7084,70.1606,34.9454,212.1912,207.724,17.3165
2025-10-30 14:49:57,AXP,221.5,231.46,220.12,222.77,22530089,1.357,227.2247,218.314,75.2122,41.8895,38.7786,211.6309,207.1755,10.3362
2025-10-31 14:49:57,AXP,224.81,226.63,220.59,224.0,36786349,0.1733,228.477,219.5171,78.4035,16.4191,38.8647,212.7972,208.3173,15.9959
2025-11-01 14:49:57,AXP,222.64,226.23,218.62,224.58,30916722,2.2485,229.0695,220.0863,60.7036,80.7043,32.1007,213.349,208.8575,17.7177
2025-11-02 14:49:57,AXP,222.47,226.31,221.9,224.88,25236909,0.509,229.3768,220.3816,71.7939,72.3937,33.7505,213.6352,209.1376,20.7792
2025-11-03 14:49:57,AXP,228.96,237.58,223.14,224.81,21927614,1.7209,229.3069,220.3145,72.6546,-75.7574,26.3629,213.5702,209.074,19.0727
2025-11-04 14:49:57,AXP,226.89,228.16,224.11,224.45,47572990,3.6627,228.9341,219.9563,60.9187,95.9534,28.5452,213.2229,208.734,7.8645
2025-11-05 14:49:57,AXP,225.25,227.31,224.12,225.43,4376302,3.7598,229.9407,220.9235,65.8373,204.5926,30.4149,214.1605,209.6519,19.8607
2025-11-06 14:49:57,AXP,220.18,225.73,216.25,224.27,2362595,1.7326,228.7583,219.7873,79.2639,75.3924,26.6944,213.0592,208.5737,21.6459
2025-11-07 14:49:57,AXP,225.15,226.88,221.49,223.14,20404952,2.0569,227.6051,218.6794,76.7851,77.2766,38.5891,211.9851,207.5223,19.2546
2025-11-08 14:49:57,AXP,220.73,232.01,217.31,221.5,31254413,1.6772,225.9304,217.0704,81.5023,52.808,38.06,210.4254,205.9953,18.6172
2025-11-09 14:49:57,AXP,221.76,229.03,220.39,222.05,45710680,0.8177,226.4894,217.6075,80.3256,134.4792,26.5326,210.946,206.505,8.7291
2025-11-10 14:49:57,AXP,222.98,223.59,215.67,222.37,42528667,1.3673,226.8163,217.9215,64.1564,25.6458,34.4495,211.2505,206.8031,19.2855
2025-11-11 14:49:57,AXP,223.99,226.15,223.65,223.73,5099259,1.8049,228.2037,219.2545,68.2012,18.3498,30.0987,212.5426,208.0681,15.51
2025-11-12 14:49:57,AXP,227.32,229.41,220.03,223.65,46787089,2.2563,228.1197,219.1738,71.471,66.4666,25.1728,212.4644,207.9915,17.3867
2025-11-13 14:49:57,AXP,226.94,228.59,225.5,225.73,19872506,2.326,230.245,221.2158,80.156,66.6357,33.7204,214.4439,209.9292,17.4621
2025-11-14 14:49:57,AXP,228.91,231.8,224.56,227.0,42545657,2.2922,231.5389,222.4589,70.3842,118.2425,38.7814,215.649,211.109,8.4172
2025-11-15 14:49:57,AXP,226.25,227.68,220.65,225.74,45023023,0.9704,230.2506,221.2212,65.2527,17.6822,30.9575,214.4491,209.9344,14.0411
2025-11-16 14:49:57,AXP,228.97,234.18,226.54,227.18,7313721,2.4956,231.7268,222.6395,69.4145,116.6562,33.6009,215.824,211.2803,16.9652
2025-11-17 14:49:57,AXP,229.1,231.01,221.23,228.1,47029069,0.8246,232.6602,223.5363,83.7901,47.499,32.5709,216.6933,212.1313,15.6477
2025-11-18 14:49:57,AXP,228.97,238.28,224.63,228.36,42144606,3.1425,232.9304,223.7959,66.9798,73.7766,39.4586,216.945,212.3777,20.1121
2025-11-19 14:49:57,AXP,224.26,229.46,216.7,228.05,17738515,2.1205,232.6059,223.4841,78.6464,-19.482,37.9199,216.6428,212.0819,20.8517
2025-11-20 14:49:57,AXP,232.09,237.38,223.04,229.22,29696796,3.2002,233.8,224.6314,81.8269,59.2017,35.8444,217.7549,213.1706,10.0443
2025-11-21 14:49:57,AXP,228.03,231.24,222.75,229.81,40609366,3.1655,234.4065,225.2141,60.7196,101.2892,33.904,218.3198,213.7236,19.4432
2025-11-22 14:49:57,AXP,229.31,230.96,220.57,229.92,31655937,3.0542,234.5139,225.3173,81.8975,104.2893,26.4655,218.4198,213.8215,24.8378
2025-11-23 14:49:57,AXP,230.67,235.66,223.66,232.33,7302966,1.1763,236.9783,227.685,73.2134,108.6057,30.0812,220.7151,216.0684,18.8267
2025-11-24 14:49:57,AXP,234.28,237.73,231.22,232.33,45421080,2.6185,236.9754,227.6823,69.4136,4.6706,25.5872,220.7124,216.0658,14.7831
2025-11-25 14:49:57,AXP,234.29,237.31,220.26,231.92,14722563,1.2696,236.5585,227.2817,79.0205,126.8765,39.6249,220.3241,215.6857,10.7546
2025-11-26 14:49:57,AXP,231.58,237.23,231.33,231.82,27447213,2.6883,236.4525,227.1799,83.9222,61.7778,25.2361,220.2254,215.5891,11.0656
2025-11-27 14:49:57,AXP,233.41,239.82,229.56,232.19,7526054,1.0883,236.8314,227.5439,77.5397,24.0794,33.3138,220.5783,215.9345,15.5424
2025-11-28 14:49:57,AXP,230.78,237.41,223.39,233.9,48548083,2.6197,238.5759,229.22,83.7189,10.2726,28.0652,222.2031,217.5251,15.3633
2025-11-29 14:49:57,AXP,233.28,234.25,223.81,233.32,1339615,2.0846,237.9847,228.652,67.1528,-15.6086,36.8757,221.6525,216.9861,23.4041
2025-11-30 14:49:57,AXP,236.54,238.93,232.13,232.46,43448481,3.0496,237.1143,227.8157,67.7545,2.3036,33.4667,220.8417,216.1924,13.6059
2025-12-01 14:49:57,AXP,234.67,237.51,228.81,233.1,4548131,1.1908,237.764,228.4399,69.8996,48.8013,28.7673,221.4469,216.7848,11.8919
2025-12-02 14:49:57,AXP,232.96,240.19,227.0,232.89,18780293,2.3633,237.5482,228.2326,75.3558,73.3749,36.3797,221.2459,216.5881,16.0453
2025-12-03 14:49:57,AXP,235.25,238.13,233.93,234.78,48026769,1.698,239.4762,230.0849,62.8648,67.2866,39.7902,223.0415,218.3459,15.7022
2025-12-04 14:49:57,AXP,236.7,238.49,230.88,235.8,44911809,2.6972,240.5129,231.0811,76.0647,-7.9201,34.8682,224.0072,219.2912,19.0011
2025-08-27 14:49:57,AMGN,193.28,197.6,192.07,197.11,32887325,2.6166,201.052,193.1676,63.3366,-12.7423,39.9652,187.2543,183.3121,7.1599
2025-08-28 14:49:57,AMGN,195.02,197.82,194.86,197.26,43213414,2.6712,201.2034,193.3131,80.5326,50.3973,26.4661,187.3953,183.4502,9.785
2025-08-29 14:49:57,AMGN,190.71,204.87,184.73,196.93,4736253,2.4759,200.8707,192.9934,68.2081,183.6558,39.5376,187.0854,183.1468,12.7678
2025-08-30 14:49:57,AMGN,197.89,202.01,196.26,196.95,43739696,2.0972,200.8862,193.0083,67.3225,58.7065,27.1834,187.0999,183.1609,9.77
2025-08-31 14:49:57,AMGN,197.32,198.86,190.38,198.23,42345432,4.7004,202.1921,194.263,80.0796,55.6337,32.5909,188.3162,184.3516,14.9964
2025-09-01 14:49:57,AMGN,203.63,204.43,198.73,199.56,13588093,1.3384,203.549,195.5667,75.2622,0.2202,36.4928,189.5799,185.5888,15.4308
2025-09-02 14:49:57,AMGN,199.63,204.65,198.78,200.54,6593386,2.8956,204.5475,196.526,64.4173,75.9181,36.3051,190.5099,186.4992,10.7701
2025-09-03 14:49:57,AMGN,201.97,202.88,196.35,202.21,10482935,0.995,206.258,198.1695,69.0293,31.2213,37.9411,192.1031,188.0588,21.249
2025-09-04 14:49:57,AMGN,205.9,209.23,199.63,202.9,8655878,2.5444,206.9534,198.8376,67.4824,159.479,37.3023,192.7508,188.6928,20.9006
2025-09-05 14:49:57,AMGN,205.28,206.45,203.74,204.91,17161450,1.1953,209.0088,200.8124,71.1881,83.073,32.6029,194.6651,190.5669,19.0708
2025-09-06 14:49:57,AMGN,204.58,212.74,202.75,206.17,3457787,3.6251,210.2885,202.0419,60.5266,152.0444,25.4588,195.8569,191.7336,7.7579
2025-09-07 14:49:57,AMGN,205.62,208.19,205.12,207.73,16934864,1.9325,211.8886,203.5793,77.2271,113.6177,33.8515,197.3472,193.1926,12.8135
2025-09-08 14:49:57,AMGN,204.93,206.53,199.16,204.78,22972678,2.8815,208.8795,200.6881,83.1392,79.7261,33.5907,194.5446,190.4489,15.8421
2025-09-09 14:49:57,AMGN,206.13,207.86,201.74,204.96,47044210,2.1257,209.0643,200.8657,60.4219,110.4377,27.1107,194.7167,190.6174,20.6342
2025-09-10 14:49:57,AMGN,210.3,210.68,197.52,206.24,31958552,2.8778,210.3648,202.1152,62.3065,58.4578,34.4851,195.928,191.8032,20.2101
2025-09-11 14:49:57,AMGN,206.11,211.99,201.06,206.85,18835641,2.8295,210.992,202.7178,69.8736,-16.2594,32.9599,196.5121,192.375,28.4886
2025-09-12 14:49:57,AMGN,205.39,210.24,203.35,207.05,44051493,1.4453,211.1943,202.9122,73.1299,139.5626,36.5403,196.7006,192.5595,17.1508
2025-09-13 14:49:57,AMGN,207.39,211.03,205.28,207.67,1483064,2.2609,211.8284,203.5214,64.7546,27.9375,25.201,197.2912,193.1377,22.5579
2025-09-14 14:49:57,AMGN,206.06,209.29,204.0,207.82,44550112,2.7095,211.973,203.6603,76.0462,-16.8224,39.5232,197.4258,193.2695,10.2298
2025-09-15 14:49:57,AMGN,201.81,212.14,198.93,206.25,3062311,1.7759,210.3787,202.1286,72.4899,-36.1651,38.0429,195.941,191.8159,15.2005
2025-09-16 14:49:57,AMGN,204.74,211.36,203.23,204.34,22807688,2.9911,208.4276,200.2539,81.5546,86.838,32.934,194.1237,190.0369,11.848
2025-09-17 14:49:57,AMGN,205.82,209.14,196.95,205.57,46224061,2.4924,209.6773,201.4547,72.8817,5.4794,32.3596,195.2877,191.1764,18.2635
2025-09-18 14:49:57,AMGN,206.9,212.99,204.57,207.02,16841593,1.6447,211.1638,202.8829,71.3044,109.2856,31.1648,196.6722,192.5317,14.1553
2025-09-19 14:49:57,AMGN,205.6,212.43,199.66,208.6,11205073,0.7396,212.7764,204.4322,81.9314,31.8486,34.885,198.1741,194.002,8.6782
2025-09-20 14:49:57,AMGN,211.72,215.67,203.12,208.22,10638174,1.4838,212.3827,204.054,81.4792,34.5392,39.9984,197.8074,193.643,10.4841
2025-09-21 14:49:57,AMGN,212.84,212.9,209.48,209.76,13131061,1.5944,213.9518,205.5615,68.8934,90.8224,35.0207,199.2688,195.0737,13.9402
2025-09-22 14:49:57,AMGN,205.49,210.92,198.22,209.3,9395134,3.0822,213.4893,205.1172,79.7933,86.8699,32.931,198.8381,194.652,14.1428
2025-09-23 14:49:57,AMGN,207.07,211.38,200.51,208.52,32995698,2.3524,212.6854,204.3448,83.4141,117.2958,25.3015,198.0894,193.9191,14.4477
2025-09-24 14:49:57,AMGN,213.06,213.84,203.7,211.62,11646709,4.8386,215.8473,207.3827,66.0509,120.016,25.2189,201.0343,196.802,17.1937
2025-09-25 14:49:57,AMGN,214.6,217.23,212.02,213.36,24832826,2.3878,217.6254,209.0911,84.1117,17.0286,36.4349,202.6903,198.4232,19.6949
2025-09-26 14:49:57,AMGN,216.55,226.15,207.98,214.19,36762751,2.2698,218.4782,209.9105,79.091,105.4511,25.3488,203.4846,199.2007,14.5456
2025-09-27 14:49:57,AMGN,211.08,216.65,206.87,212.64,17213538,0.8097,216.8888,208.3834,66.5335,51.6359,31.6686,202.0043,197.7516,8.3221
2025-09-28 14:49:57,AMGN,213.91,215.8,206.87,212.12,14268682,0.7691,216.3611,207.8764,62.4699,113.9502,34.5029,201.5128,197.2705,11.3268
2025-09-29 14:49:57,AMGN,214.14,217.9,212.64,212.7,9562255,1.046,216.9568,208.4487,81.8968,86.504,36.2136,202.0676,197.8135,21.1943
2025-09-30 14:49:57,AMGN,212.87,216.0,212.32,213.45,40563953,2.6636,217.7235,209.1853,76.014,35.7415,34.5145,202.7817,198.5126,14.4863
2025-10-01 14:49:57,AMGN,218.74,219.09,212.1,212.87,15646492,1.0803,217.1259,208.6112,77.7659,5.0312,32.385,202.2251,197.9677,19.6603
2025-10-02 14:49:57,AMGN,214.67,215.8,214.53,214.55,34691711,1.2947,218.8398,210.2578,74.0672,27.8855,26.0101,203.8213,199.5304,10.7644
2025-10-03 14:49:57,AMGN,213.34,215.18,208.11,214.63,5454835,2.3358,218.9268,210.3415,80.2429,16.6416,25.4164,203.9025,199.6098,23.2938
2025-10-04 14:49:57,AMGN,215.67,224.75,208.77,213.92,34524987,1.5901,218.2029,209.6459,84.1356,17.3747,27.1458,203.2282,198.9497,21.0584
2025-10-05 14:49:57,AMGN,214.84,216.7,209.11,214.61,26292761,2.6791,218.9056,210.321,65.2028,85.2063,27.8135,203.8826,199.5904,16.1811
2025-10-06 14:49:57,AMGN,210.03,217.1,207.11,215.46,28687298,1.5555,219.7663,211.148,79.6896,32.3389,37.5722,204.6843,200.3752,20.5494
2025-10-07 14:49:57,AMGN,215.61,216.62,208.54,215.55,41314908,3.3247,219.8651,211.243,83.9354,199.1502,36.7664,204.7764,200.4653,11.9158
2025-10-08 14:49:57,AMGN,213.59,221.2,212.18,216.27,1011199,2.9623,220.5977,211.9468,79.3449,25.128,39.734,205.4587,201.1332,12.181
2025-10-09 14:49:57,AMGN,218.86,219.18,211.57,217.83,4269801,1.6435,222.1831,213.47,63.2908,157.9132,33.5313,206.9352,202.5787,13.5721
2025-10-10 14:49:57,AMGN,221.52,227.28,217.53,219.5,31945795,2.6049,223.8932,215.1131,82.7464,83.8495,28.181,208.528,204.138,29.2586
2025-10-11 14:49:57,AMGN,220.12,223.51,216.56,219.41,11537991,2.3977,223.8021,215.0256,84.1214,162.5524,36.0265,208.4432,204.0549,14.405
2025-10-12 14:49:57,AMGN,217.45,225.1,210.66,221.68,14550642,1.4632,226.1099,217.2429,70.859,64.9227,27.565,210.5926,206.159,15.1316
2025-10-13 14:49:57,AMGN,225.11,227.21,220.87,222.53,34655400,1.0084,226.9827,218.0814,65.8855,-17.6945,26.1421,211.4054,206.9548,18.265
2025-10-14 14:49:57,AMGN,224.54,225.17,220.76,222.64,8203944,1.2018,227.0955,218.1898,78.8335,95.7002,34.251,211.5105,207.0576,13.712
2025-10-15 14:49:57,AMGN,229.45,230.52,223.8,225.57,26995407,0.3299,230.0864,221.0634,81.6066,33.9608,27.3233,214.2962,209.7847,12.2857
2025-10-16 14:49:57,AMGN,228.37,233.76,220.76,226.03,40518380,2.1907,230.549,221.5078,65.0638,87.2608,27.1798,214.727,210.2064,13.3403
2025-10-17 14:49:57,AMGN,227.38,235.39,221.47,226.3,42065694,1.9631,230.8226,221.7708,84.8748,84.6692,39.7598,214.9819,210.4559,18.098
2025-10-18 14:49:57,AMGN,225.24,227.39,220.26,225.75,29644237,1.7998,230.2665,221.2364,69.6597,38.855,33.6718,214.4639,209.9489,12.2909
2025-10-19 14:49:57,AMGN,224.81,228.95,222.73,225.07,44552335,2.0783,229.5671,220.5645,76.1031,8.156,38.6398,213.8125,209.3112,7.7057
2025-10-20 14:49:57,AMGN,226.91,229.61,224.93,225.78,25400301,1.7803,230.2923,221.2612,72.106,-39.3748,34.2212,214.4879,209.9724,19.6216
2025-10-21 14:49:57,AMGN,225.49,226.02,223.81,225.06,35121281,3.2848,229.5657,220.5631,84.3474,89.3768,25.5332,213.8112,209.3099,13.306
2025-10-22 14:49:57,AMGN,221.53,226.52,210.83,224.56,18215292,1.9872,229.0553,220.0727,67.2005,-20.7241,35.1072,213.3358,208.8445,19.1771
2025-10-23 14:49:57,AMGN,224.29,234.0,221.18,224.57,30580904,3.2996,229.0586,220.0759,76.0637,122.4786,34.3842,213.3389,208.8475,9.719
2025-10-24 14:49:57,AMGN,221.44,232.81,219.75,223.64,25606878,2.3573,228.1147,219.169,74.1307,17.3663,36.8802,212.4598,207.9869,11.8891
2025-10-25 14:49:57,AMGN,223.81,226.64,215.92,225.22,2768637,1.7435,229.7206,220.712,78.9531,-1.8192,33.5682,213.9555,209.4512,13.1431
2025-10-26 14:49:57,AMGN,228.02,235.0,224.15,224.66,34847699,2.003,229.155,220.1685,83.2743,0.7407,28.7863,213.4287,208.9355,8.9581
2025-10-27 14:49:57,AMGN,222.63,226.81,216.72,225.42,6264349,1.9059,229.9277,220.9109,71.1688,-32.0492,27.3562,214.1483,209.64,11.7328
2025-10-28 14:49:57,AMGN,223.93,226.06,219.44,225.49,32267581,3.8176,229.9971,220.9776,76.4412,77.3598,27.6917,214.213,209.7032,16.4469
2025-10-29 14:49:57,AMGN,226.66,227.54,219.98,226.91,35126116,0.1969,231.4494,222.3729,79.5623,79.4123,27.7975,215.5656,211.0274,20.376
2025-10-30 14:49:57,AMGN,229.1,233.8,225.4,227.11,27984330,3.3862,231.6532,222.5687,82.0679,10.3637,29.3356,215.7554,211.2132,17.4451
2025-10-31 14:49:57,AMGN,225.22,236.39,223.91,227.84,15224056,0.1787,232.4009,223.2871,61.3739,-6.2161,31.2222,216.4518,211.8949,19.6369
2025-11-01 14:49:57,AMGN,228.99,235.73,227.63,228.9,17306678,2.5242,233.4747,224.3188,66.4268,32.1989,31.0251,217.4519,212.874,15.7704
2025-11-02 14:49:57,AMGN,231.42,236.55,229.56,229.67,10820147,2.9261,234.2676,225.0806,80.2397,66.5184,39.3674,218.1904,213.5969,14.38
2025-11-03 14:49:57,AMGN,228.05,231.17,226.24,229.31,13947862,3.2407,233.8998,224.7273,63.0212,115.5799,37.222,217.8478,213.2616,18.6723
2025-11-04 14:49:57,AMGN,229.1,237.46,221.38,229.56,28410619,1.5122,234.1509,224.9685,70.3195,182.2573,31.527,218.0817,213.4906,6.5343
